,Tweets,cleanedTweets
513,"{""edit_history_tweet_ids"": [""1591124878333448193""], ""id"": ""1591124878333448193"", ""text"": ""@theJagmeetSingh And yet your head is still up his ass""}
",       And yet your head is still up his ass 
514,"{""edit_history_tweet_ids"": [""1591124882934616069""], ""id"": ""1591124882934616069"", ""text"": ""Spare us\u2026we don\u2019t care https://t.co/BEf1rgjbd6""}
",      Spare usuwe donut care  
515,"{""edit_history_tweet_ids"": [""1591124883437629441""], ""id"": ""1591124883437629441"", ""text"": ""I'd say that legacy media are lying to us. They seem to have made quite a habit of that since Junior Trudeau was elected, seven years ago. And old habits die hard. #NoMaskMandates https://t.co/ZTG0FyT0O7""}
",      Id say that legacy media are lying to us They seem to have made quite a habit of that since Junior Trudeau was elected seven years ago And old habits die hard NoMaskMandates  
516,"{""edit_history_tweet_ids"": [""1591124894150201344""], ""id"": ""1591124894150201344"", ""text"": ""@ianrodenppc He\u2019s committed so many scandals and crimes. I don\u2019t understand how he is not locked up for all the damage he\u2019s done""}
",       Heus committed so many scandals and crimes I donut understand how he is not locked up for all the damage heus done 
517,"{""edit_history_tweet_ids"": [""1591124896192827392""], ""id"": ""1591124896192827392"", ""text"": ""@KEriksenV2 depends if you include the pharma-money passed on to them from trudeau (spit)""}
",       depends if you include the pharmamoney passed on to them from trudeau spit 
518,"{""edit_history_tweet_ids"": [""1591124899762143232""], ""id"": ""1591124899762143232"", ""text"": ""@allm0ther @funnygurl01 @MissySpd @DonDonofman1 Otherwise known as the local wife-beating bar or the only bar in town that the restraining order doesn't ban them from. https://t.co/LrJYlgcvpp""}
",          Otherwise known as the local wifebeating bar or the only bar in town that the restraining order doesnt ban them from  
519,"{""edit_history_tweet_ids"": [""1591124901024641024""], ""id"": ""1591124901024641024"", ""text"": ""@hrkbenowen An airhead on steroids..,""}
",       An airhead on steros 
520,"{""edit_history_tweet_ids"": [""1591124906900586499""], ""id"": ""1591124906900586499"", ""text"": ""@What23HasDone The Governor General (and others) represented Canada. \nEvery Prime Minister is occasionally out of the country on Remembrance Day https://t.co/b5yNYMhK91\nSoutheast Asia trip to deepen Indo-Pacific ties https://t.co/di9x66wJw5""}
",       The Governor General and others represented Canada nEvery Prime Minister is occasionally out of the country on Remembrance Day  Asia trip to deepen IndoPacific ties  
521,"{""edit_history_tweet_ids"": [""1591124918212575233""], ""id"": ""1591124918212575233"", ""text"": ""@Captaincoby00 Somehow, PP will make it all about Trudeau""}
",       Somehow PP will make it all about Trudeau 
522,"{""edit_history_tweet_ids"": [""1591124932540628993""], ""id"": ""1591124932540628993"", ""text"": ""@DavidHamer_1951 @JustinTrudeau @PierrePoilievre @JohnIbbitson Ibbitson ignores Trudeau's legacy-CCB reducing poverty by 71%, CPP reforms, merit based non partisan Senate, $10 childcare, huge investments in infrastructure &amp; housing, lifting 135+ water advisories on reserves, dental plan, role of women in Cabinet, 2B trees initiative, etc.""}
",          Ibbitson ignores Trudeaus legacyCCB reducing poverty by  CPP reforms merit based non partisan Senate  childcare huge investments in infrastructure amp housing lifting  water advisories on reserves dental plan role of women in Cabinet B trees initiative etc 
523,"{""edit_history_tweet_ids"": [""1591124955915517953""], ""id"": ""1591124955915517953"", ""text"": ""@tleehumphrey @Cosmobones Cool, more power to em both""}
",        Cool more power to em both 
524,"{""edit_history_tweet_ids"": [""1591124955709599744""], ""id"": ""1591124955709599744"", ""text"": ""@ABDanielleSmith Sadly they would be disgusted to see what Trudeau has done to this country.""}
",       Sadly they would be disgusted to see what Trudeau has done to this country 
525,"{""edit_history_tweet_ids"": [""1591124980833849344""], ""id"": ""1591124980833849344"", ""text"": ""@fordnation @tplfoundation You are saying this after what you and Trudeau  did. The vets died  for nothing. @JustinTrudeau""}
",        You are saying this after what you and Trudeau  d The vets died  for nothing  
526,"{""edit_history_tweet_ids"": [""1591124987259531264""], ""id"": ""1591124987259531264"", ""text"": ""@BarstoolWagz @MaximeBernier Not a fan of Trudeau by any means, but they are doing both shots everywhere. This is not only common, but normal?""}
",        Not a fan of Trudeau by any means but they are doing both shots everywhere This is not only common but normal 
527,"{""edit_history_tweet_ids"": [""1591124986231947265""], ""id"": ""1591124986231947265"", ""text"": ""@SharonT20519250 He is. It accountable for anything, never has, never will. #TrudeauMustGo""}
",       He is It accountable for anything never has never will TrudeauMustGo 
528,"{""edit_history_tweet_ids"": [""1591124996600266752""], ""id"": ""1591124996600266752"", ""text"": ""@tex_cobb @TariqElnaga I think the bigger threat is the apathy. Knowledge will come when you demonstrate that you actually give a damn.""}
",        I think the bigger threat is the apathy Knowledge will come when you demonstrate that you actually give a damn 
529,"{""edit_history_tweet_ids"": [""1591124998571245568""], ""id"": ""1591124998571245568"", ""text"": ""@DanKnightMMA Fukkkk yeah!  Moe for PM!""}
",       Fukkkk yeah  Moe for PM 
530,"{""edit_history_tweet_ids"": [""1591124996935778304""], ""id"": ""1591124996935778304"", ""text"": ""@PierrePoilievre @SarahFischer__ And your a blatant liar. It all will out""}
",        And your a blatant liar It all will out 
531,"{""edit_history_tweet_ids"": [""1591125014140444672""], ""id"": ""1591125014140444672"", ""text"": ""@sunlorrie Doug doesn\u2019t like speaking while under oath for any reason.""}
",       Doug doesnut like speaking while under oath for any reason 
532,"{""edit_history_tweet_ids"": [""1591125024710488067""], ""id"": ""1591125024710488067"", ""text"": ""@TheRealKeean Umm, leaders from around the World are gathering to Save the World. Trudeau didn\u2019t schedule this summit.""}
",       Umm leaders from around the World are gathering to Save the World Trudeau dnut schedule this summit 
533,"{""edit_history_tweet_ids"": [""1591125038576857088""], ""id"": ""1591125038576857088"", ""text"": ""@BuzzPatterson Trudeau actually left to go to Cambodia while Canada has its annual Remembrance day. Beyond disgraceful""}
",       Trudeau actually left to go to Cambodia while Canada has its annual Remembrance day Beyond disgraceful 
534,"{""edit_history_tweet_ids"": [""1591125056754941959""], ""id"": ""1591125056754941959"", ""text"": ""@TheShiz22119901 @Tori_TLCR @mark_slapinski What if I told you we want Trudeau and PP against the wall?""}
",         What if I told you we want Trudeau and PP against the wall 
535,"{""edit_history_tweet_ids"": [""1591125056498925568""], ""id"": ""1591125056498925568"", ""text"": ""I believe a Chinese businessman who may be a landed immigrant or actually also hold  Canadian citizenship attempted to give Trudeau $1 million and when he couldn't ,the $1M found its way to the Trudeau Foundation or Trust. Trudeau is compromised IMO. https://t.co/iTEiDbSK31""}
",      I believe a Chinese businessman who may be a landed immigrant or actually also hold  Canadian citizenship attempted to give Trudeau  million and when he couldnt the M found its way to the Trudeau Foundation or Trust Trudeau is compromised IMO  
536,"{""edit_history_tweet_ids"": [""1591125064476684289""], ""id"": ""1591125064476684289"", ""text"": ""@CTVNews The Governor General (and others) represented Canada. \nEvery Prime Minister is occasionally out of the country on Remembrance Day https://t.co/b5yNYMihYz\nSoutheast Asia trip to deepen Indo-Pacific ties https://t.co/di9x66xhlD""}
",       The Governor General and others represented Canada nEvery Prime Minister is occasionally out of the country on Remembrance Day  Asia trip to deepen IndoPacific ties  
537,"{""edit_history_tweet_ids"": [""1591125071376318467""], ""id"": ""1591125071376318467"", ""text"": ""@TheTorontoSun @brianlilley He admires it for its efficiency.""}
",        He admires it for its efficiency 
538,"{""edit_history_tweet_ids"": [""1591125072751706114""], ""id"": ""1591125072751706114"", ""text"": ""@EliteRDMX @acoyne Trudeau is skipping remembrance day. Freedom is not important to him.""}
",        Trudeau is skipping remembrance day Freedom is not important to him 
539,"{""edit_history_tweet_ids"": [""1591125093736144897""], ""id"": ""1591125093736144897"", ""text"": ""@FringedCanuck A lot more can be said about what he is though I agree this is a great start.""}
",       A lot more can be sa about what he is though I agree this is a great start 
540,"{""edit_history_tweet_ids"": [""1591125098878074880""], ""id"": ""1591125098878074880"", ""text"": ""@JJ92430812 @Tracey74993786 @fredfilm74 @budrand92 @cmckenney Oh but it does. Question my intelligence all you want. I'm still smarter you by a long shot. You're just a disgusting #trudeau supporting pedophile who candlelight's as a #liberal troll. That's the real reason you hide your face. You're a child predator roaming in #ottawa""}
",           Oh but it does Question my intelligence all you want Im still smarter you by a long shot Youre just a disgusting trudeau supporting pedophile who candlelights as a liberal troll Thats the real reason you he your face Youre a child predator roaming in ottawa 
541,"{""edit_history_tweet_ids"": [""1591125104398053378""], ""id"": ""1591125104398053378"", ""text"": ""@butlerdunn @WeAreCanProud Inflation is NOT worldwide! There are many countries with low levels of inflation, stop believing the deceitful liberal narrative. Because the same countries made the same stupid mistakes based on false data does not make it ok.""}
",        Inflation is NOT worldwe There are many countries with low levels of inflation stop believing the deceitful liberal narrative Because the same countries made the same stup mistakes based on false data does not make it ok 
542,"{""edit_history_tweet_ids"": [""1591125117698179072""], ""id"": ""1591125117698179072"", ""text"": ""@BowTiedRanger Trump just told everybody that Youngkin is owned by China and you have Youngkin ranked first! \nRethink.\nhttps://t.co/moNHUCtKng""}
",       Trump just told everybody that Youngkin is owned by China and you have Youngkin ranked first nRethinkn 
543,"{""edit_history_tweet_ids"": [""1591125124157444096""], ""id"": ""1591125124157444096"", ""text"": ""@brianlilley @JustinTrudeau \ud83d\udc45 ing Peepees nut shack again.""}
",        uddudc ing Peepees nut shack again 
544,"{""edit_history_tweet_ids"": [""1591125138392911873""], ""id"": ""1591125138392911873"", ""text"": ""@CanadianDarth @krisster8 Trudeau is already at war with the people . He is trying to stop production of food and oil&amp;gas , He will starve and freeze us to death .""}
",        Trudeau is already at war with the people  He is trying to stop production of food and oilampgas  He will starve and freeze us to death  
545,"{""edit_history_tweet_ids"": [""1591125138694885376""], ""id"": ""1591125138694885376"", ""text"": ""@RosieBarton Trudeau forgot or just doesn\u2019t care""}
",       Trudeau forgot or just doesnut care 
546,"{""edit_history_tweet_ids"": [""1591125136329302017""], ""id"": ""1591125136329302017"", ""text"": ""@CP24 The Governor General (and others) represented Canada. \nEvery Prime Minister is occasionally out of the country on Remembrance Day https://t.co/b5yNYMihYz\nSoutheast Asia trip to deepen Indo-Pacific ties https://t.co/di9x66xhlD""}
",       The Governor General and others represented Canada nEvery Prime Minister is occasionally out of the country on Remembrance Day  Asia trip to deepen IndoPacific ties  
547,"{""edit_history_tweet_ids"": [""1591125146798297088""], ""id"": ""1591125146798297088"", ""text"": ""@Larrybrockmp @ctbxkrfffc I thank u for having the courage to challenge every aspect of this investigation.  I know it is your work to do your job.  But dam this means so much too so many who have not had a voice and have been judged by a truck or flag on their vehicle.  Immense thanks""}
",        I thank u for having the courage to challenge every aspect of this investigation  I know it is your work to do your job  But dam this means so much too so many who have not had a voice and have been judged by a truck or flag on their vehicle  Immense thanks 
548,"{""edit_history_tweet_ids"": [""1591125147628761092""], ""id"": ""1591125147628761092"", ""text"": ""@TheMenzoid \""Thugs\""? Get bent.""}
",       Thugs Get bent 
549,"{""edit_history_tweet_ids"": [""1591125153265876992""], ""id"": ""1591125153265876992"", ""text"": ""@greg_scott84 Why don\u2019t you call it as it is CTV, Trudeau has zero respect for Canada other than funding his life""}
",       Why donut you call it as it is CTV Trudeau has zero respect for Canada other than funding his life 
550,"{""edit_history_tweet_ids"": [""1591125166595112960""], ""id"": ""1591125166595112960"", ""text"": ""@TheRealKeean Priorities, he\u2019ll be back for \u201cdrag race\u201d though...""}
",       Priorities heull be back for ucdrag raceud though 
551,"{""edit_history_tweet_ids"": [""1591125173364981760""], ""id"": ""1591125173364981760"", ""text"": ""Correct me if I am wrong, but is it not @CPC_HQ Members of Parliament, who despise virtual parliament and want to end it? Yet these same people expect Prime Minister Justin Trudeau, to not travel throughout Canada or abroad and partake in any meetings virtually, not in person.""}
",      Correct me if I am wrong but is it not  Members of Parliament who despise virtual parliament and want to end it Yet these same people expect Prime Minister Justin Trudeau to not travel throughout Canada or abroad and partake in any meetings virtually not in person 
552,"{""edit_history_tweet_ids"": [""1591125172895219714""], ""id"": ""1591125172895219714"", ""text"": ""@rexglacer There is literally nothing wrong with this.""}
",       There is literally nothing wrong with this 
553,"{""edit_history_tweet_ids"": [""1591125190624563201""], ""id"": ""1591125190624563201"", ""text"": ""@DanKnightMMA The Untied Western Provinces.""}
",       The Untied Western Provinces 
554,"{""edit_history_tweet_ids"": [""1591125206516789248""], ""id"": ""1591125206516789248"", ""text"": ""Jagmeet Singh and His \""Orange Liberals\""\n\nA new book charts how the NDP evolved to become symbiotic with Trudeau\u2019s governing party\n\nhttps://t.co/sB07MsXp8i\n\n#cdnpoli""}
",      Jagmeet Singh and His Orange LiberalsnnA new book charts how the NDP evolved to become symbiotic with Trudeauus governing partynn 
555,"{""edit_history_tweet_ids"": [""1591125232898670609""], ""id"": ""1591125232898670609"", ""text"": ""@gmbutts Like your blue check mark Chinese sponsored because your WEF pal Trudeau admires them so much over Canadians ?""}
",       Like your blue check mark Chinese sponsored because your WEF pal Trudeau admires them so much over Canadians  
556,"{""edit_history_tweet_ids"": [""1591125232894414848""], ""id"": ""1591125232894414848"", ""text"": ""@RachelNotley The only science with covid was political science. Pushed by NDP - big powerful and corrupt unions plus Trudeau""}
",       The only science with cov was political science Pushed by NDP  big powerful and corrupt unions plus Trudeau 
557,"{""edit_history_tweet_ids"": [""1591125238913585152""], ""id"": ""1591125238913585152"", ""text"": ""@Scribulatora @Charlie85915085 @ReinChange @spiritofanu I, along with millions of other Canadians, want to know. After months of testimony, the Peckford challenge was deemed moot because the mandate is no longer in place. \n\nIt leaves me with the perception of injustice. \n\nTrudeau suspended it only. He could bring it back at his whim.""}
",          I along with millions of other Canadians want to know After months of testimony the Peckford challenge was deemed moot because the mandate is no longer in place nnIt leaves me with the perception of injustice nnTrudeau suspended it only He could bring it back at his whim 
558,"{""edit_history_tweet_ids"": [""1591125242474266631""], ""id"": ""1591125242474266631"", ""text"": ""@CTVNews Where\u2019s Idris?""}
",       Whereus Idris 
559,"{""edit_history_tweet_ids"": [""1591125242428416001""], ""id"": ""1591125242428416001"", ""text"": ""Our Veterans protected our Borders and Canadians  lives against Foreign invasions and threats. They upheld our Democracy and Our Charter of Rights and Freedoms.  Trudeau can\u2019t hold a candle to our Veterans!!!!  Lest we forget!""}
",      Our Veterans protected our Borders and Canadians  lives against Foreign invasions and threats They upheld our Democracy and Our Charter of Rights and Freedoms  Trudeau canut hold a candle to our Veterans  Lest we forget 
560,"{""edit_history_tweet_ids"": [""1591125251299364865""], ""id"": ""1591125251299364865"", ""text"": ""\u201cHealth Canada has approved the \u201cexceptional importation\u201d of ibuprofen from the U.S. and acetaminophen from Australia, to supply hospitals in Canada. Drugs imported under that provision don\u2019t require labels in both official languages.\u201d There\u2019s your answer! https://t.co/ONpjAcbbAF""}
",      ucHealth Canada has approved the ucexceptional importationud of ibuprofen from the US and acetaminophen from Australia to supply hospitals in Canada Drugs imported under that provision donut require labels in both official languagesud Thereus your answer  
561,"{""edit_history_tweet_ids"": [""1591125269519400962""], ""id"": ""1591125269519400962"", ""text"": ""@PrairieVeteran The Governor General (and others) represented Canada. \nEvery Prime Minister is occasionally out of the country on Remembrance Day https://t.co/b5yNYMihYz\nSoutheast Asia trip to deepen Indo-Pacific ties https://t.co/di9x66xhlD""}
",       The Governor General and others represented Canada nEvery Prime Minister is occasionally out of the country on Remembrance Day  Asia trip to deepen IndoPacific ties  
562,"{""edit_history_tweet_ids"": [""1591125274384793602""], ""id"": ""1591125274384793602"", ""text"": ""@AndrewScheer Nazi conservative of Canada ? https://t.co/A6Q3DY9YBD""}
",       Nazi conservative of Canada   
563,"{""edit_history_tweet_ids"": [""1591125274435125250""], ""id"": ""1591125274435125250"", ""text"": ""@Clarity65808926 Because he came right out and said that old stock Canadians are useless and he needs to restock with fresh blood.""}
",       Because he came right out and sa that old stock Canadians are useless and he needs to restock with fresh blood 
564,"{""edit_history_tweet_ids"": [""1591125281540276224""], ""id"": ""1591125281540276224"", ""text"": ""@DanKnightMMA Good.""}
",       Good 
565,"{""edit_history_tweet_ids"": [""1591125290738405376""], ""id"": ""1591125290738405376"", ""text"": ""@1loriking I think he\u2019s going to be a star player for the @Raptors. \ud83c\udfc0""}
",       I think heus going to be a star player for the  udcudfc 
566,"{""edit_history_tweet_ids"": [""1591125297621258240""], ""id"": ""1591125297621258240"", ""text"": ""STOP CREATING MORE INFLATION IN CANADA. THAT IS WHAT IS IMPORTANT NOW, you stupid man. https://t.co/JxxcuLxQFJ""}
",      STOP CREATING MORE INFLATION IN CANADA THAT IS WHAT IS IMPORTANT NOW you stup man  
567,"{""edit_history_tweet_ids"": [""1591125300087500800""], ""id"": ""1591125300087500800"", ""text"": ""You're Fu****g kidding me right? ANYONE AWAKE YET??!!! https://t.co/lx5reUFqs9""}
",      Youre Fug kding me right ANYONE AWAKE YET  
568,"{""edit_history_tweet_ids"": [""1591125300787949568""], ""id"": ""1591125300787949568"", ""text"": ""Tomorrow... https://t.co/nrcVptEPSA""}
",      Tomorrow  
569,"{""edit_history_tweet_ids"": [""1591125333696446464""], ""id"": ""1591125333696446464"", ""text"": ""@BlakeHamiltonCA @TheRealKeean Harper showed respect for those that served and gave their lives for the freedom Justin Trudeau is taking away. Freedom is coming to Canada again.""}
",        Harper showed respect for those that served and gave their lives for the freedom Justin Trudeau is taking away Freedom is coming to Canada again 
570,"{""edit_history_tweet_ids"": [""1591125337802305537""], ""id"": ""1591125337802305537"", ""text"": ""@DanKnightMMA Excellent all Premiers should tell Trudeau to go to hell""}
",       Excellent all Premiers should tell Trudeau to go to hell 
571,"{""edit_history_tweet_ids"": [""1591125350872154114""], ""id"": ""1591125350872154114"", ""text"": ""@colossusPhD @223owl223 Cambodia...of all places.\nWell put.""}
",        Cambodiaof all placesnWell put 
572,"{""edit_history_tweet_ids"": [""1591125355221639169""], ""id"": ""1591125355221639169"", ""text"": ""@DrEliDavid @ezralevant Pure theater. I doubt they gave him the real injection. What motive would Justin have to do their bidding if it put him at risk of SADS?""}
",        Pure theater I doubt they gave him the real injection What motive would Justin have to do their bding if it put him at risk of SADS 
573,"{""edit_history_tweet_ids"": [""1591125360326094848""], ""id"": ""1591125360326094848"", ""text"": ""@AndrewScheer Its not  Trudeau\u2019s inflation, its the greed of the big companies inflation! Loser!!""}
",       Its not  Trudeauus inflation its the greed of the big companies inflation Loser 
574,"{""edit_history_tweet_ids"": [""1591125357994078208""], ""id"": ""1591125357994078208"", ""text"": ""@Sethalos @JustinTrudeau @CanadianForces Trudeau give back Veteran pay that Harper have cut.""}
",         Trudeau give back Veteran pay that Harper have cut 
575,"{""edit_history_tweet_ids"": [""1591125361571815425""], ""id"": ""1591125361571815425"", ""text"": ""@Concern70732755 I know BS when I hear it. These federal policies will not lead to the end of Confederation.""}
",       I know BS when I hear it These federal policies will not lead to the end of Confederation 
576,"{""edit_history_tweet_ids"": [""1591125367880028160""], ""id"": ""1591125367880028160"", ""text"": ""@Laderoute18 Queens park, demanding ford account for the 1 billion he got from Trudeau for the vaxpass and to put it into our healthcare system.""}
",       Queens park demanding ford account for the  billion he got from Trudeau for the vaxpass and to put it into our healthcare system 
577,"{""edit_history_tweet_ids"": [""1591125382853693440""], ""id"": ""1591125382853693440"", ""text"": ""@SharonT20519250 @GregMorash He is a very feminine man, watch how he walks, unless that\u2019s because he has no balls.""}
",        He is a very feminine man watch how he walks unless thatus because he has no balls 
578,"{""edit_history_tweet_ids"": [""1591125389006745600""], ""id"": ""1591125389006745600"", ""text"": ""Not over yet\u2026he\u2019s out of country..wait for it\u2019ll\nSick of this money going out of country.\n#CanadaCannotAffordTrudeau https://t.co/S6RuePOFRD""}
",      Not over yetuheus out of countrywait for itullnSick of this money going out of countrynCanadaCannotAffordTrudeau  
579,"{""edit_history_tweet_ids"": [""1591125402109763584""], ""id"": ""1591125402109763584"", ""text"": ""@canmericanized \ud83d\udcaf  Unless you're PM Justin Trudeau.""}
",       uddudcaf  Unless youre PM Justin Trudeau 
580,"{""edit_history_tweet_ids"": [""1591125404999618560""], ""id"": ""1591125404999618560"", ""text"": ""@CanadianPM Trudeau is a scum bag""}
",       Trudeau is a scum bag 
581,"{""edit_history_tweet_ids"": [""1591125408199892994""], ""id"": ""1591125408199892994"", ""text"": ""I am just so proud of him, now.\nhttps://t.co/lgYVrNeEVX""}
",      I am just so proud of him nown 
582,"{""edit_history_tweet_ids"": [""1591125412742332416""], ""id"": ""1591125412742332416"", ""text"": ""@Brahmslover1278 And when in Canada it's when Trudeau or Freeland appear \n#TrudeauDestroyingCanada""}
",       And when in Canada its when Trudeau or Freeland appear nTrudeauDestroyingCanada 
583,"{""edit_history_tweet_ids"": [""1591125430823956481""], ""id"": ""1591125430823956481"", ""text"": ""@bcbluecon I laugh at empty vessels.""}
",       I laugh at empty vessels 
584,"{""edit_history_tweet_ids"": [""1591125442119233537""], ""id"": ""1591125442119233537"", ""text"": ""@KatSpeaksNB It\u2019s a toxic product anyways\u2026""}
",       Itus a toxic product anywaysu 
585,"{""edit_history_tweet_ids"": [""1591125447370502144""], ""id"": ""1591125447370502144"", ""text"": ""Trudeau-funded hate peddlers @AntiHateCA get owned in court:\nhttps://t.co/0aZOcX5mWX""}
",      Trudeaufunded hate peddlers  get owned in courtn 
586,"{""edit_history_tweet_ids"": [""1591125451694829568""], ""id"": ""1591125451694829568"", ""text"": ""@FringedCanuck There a growing numbers seeing you for what you are Justin Trudeau\u2026 https://t.co/mRA82dLYtW""}
",       There a growing numbers seeing you for what you are Justin Trudeauu  
587,"{""edit_history_tweet_ids"": [""1591125455150911488""], ""id"": ""1591125455150911488"", ""text"": ""@joelbourne1 A testicle free picture.""}
",       A testicle free picture 
588,"{""edit_history_tweet_ids"": [""1591125463619231744""], ""id"": ""1591125463619231744"", ""text"": ""@LHumeSastre @alanfryermedia Low enough to play the \""Harper\"" card on Nov 11? You are aa dedicated disciple""}
",        Low enough to play the Harper card on Nov  You are aa dedicated disciple 
589,"{""edit_history_tweet_ids"": [""1591125467234709504""], ""id"": ""1591125467234709504"", ""text"": ""@fordnation @bnaibrithcanada Why are you going to these  Galas Doug? You and Trudeau  have a hate on for Canadians.""}
",        Why are you going to these  Galas Doug You and Trudeau  have a hate on for Canadians 
590,"{""edit_history_tweet_ids"": [""1591125474516013056""], ""id"": ""1591125474516013056"", ""text"": ""@aPrincessesdad Taxpayers just don\u2019t get that their paying for media to lie to them. How big does the debt hole have to get before they throw Trudeau and gang in it. It\u2019s not his money, it\u2019s your.""}
",       Taxpayers just donut get that their paying for media to lie to them How big does the debt hole have to get before they throw Trudeau and gang in it Itus not his money itus your 
591,"{""edit_history_tweet_ids"": [""1591125496799973376""], ""id"": ""1591125496799973376"", ""text"": ""@ProudAlbertan__ @LeoLazio2 @JordanSchey @CanundN @LouRider9 @ArdenWhalley @nickgrenier @XaneeZanifer @TheYaminashy @levinepmc @bomac_macbo @getsmartagain1 Trudeau does not care for Canada .He is gloating on power .And the things that come out of his mouth always astounds me ! He lives in his own world https://t.co/ASUphkmm5r""}
",                  Trudeau does not care for Canada He is gloating on power And the things that come out of his mouth always astounds me  He lives in his own world  
592,"{""edit_history_tweet_ids"": [""1591125499459555329""], ""id"": ""1591125499459555329"", ""text"": ""@striemer_randy @WBrettWilson As of April 2021 there was no requirement for those shitty blue masks millions were \""encouraged\"" to wear and NOT require bilingual labeling.""}
",        As of April  there was no requirement for those shitty blue masks millions were encouraged to wear and NOT require bilingual labeling 
593,"{""edit_history_tweet_ids"": [""1591125501216985088""], ""id"": ""1591125501216985088"", ""text"": ""@bcbluecon Did Canada lose a lot of men in Cambodian wars?""}
",       D Canada lose a lot of men in Cambodian wars 
594,"{""edit_history_tweet_ids"": [""1591125521299300352""], ""id"": ""1591125521299300352"", ""text"": ""@Rosenswei3Avrum @WeAreCanProud You can hardly say any of that has been improved by the tyrant Trudeau.  The country is now more like China, Trudeau's favourite dictatorship.""}
",        You can hardly say any of that has been improved by the tyrant Trudeau  The country is now more like China Trudeaus favourite dictatorship 
595,"{""edit_history_tweet_ids"": [""1591125529956323328""], ""id"": ""1591125529956323328"", ""text"": ""Chinese training troops on our soil.\nChinese police stations.\nChinese Political Interference.\nChinese Candidates.\nChinese Spies.\n\nDo we see a pattern here?\n\nDictator @JustinTrudeau \n#TrudeauMustGo \n\nhttps://t.co/Y7rNfgVId7""}
",      Chinese training troops on our soilnChinese police stationsnChinese Political InterferencenChinese CandatesnChinese SpiesnnDo we see a pattern herennDictator  nTrudeauMustGo nn 
596,"{""edit_history_tweet_ids"": [""1591125531025903617""], ""id"": ""1591125531025903617"", ""text"": ""@aaronhoyland @noangelforme IGNORANCE by some ppl seems to be GENETIC and incurable! It is the 21stC &amp; ppl still sprew BS. In U.S it\u2019s #TrumpCoupAttemptCriminalTraitor &amp; his @GOP #GQP #MAGA #SCOTUS &amp; their blatant LIES &amp; scamming, that their followers FALL FOR ALL THE TIME!""}
",        IGNORANCE by some ppl seems to be GENETIC and incurable It is the stC amp ppl still sprew BS In US itus TrumpCoupAttemptCriminalTraitor amp his  GQP MAGA SCOTUS amp their blatant LIES amp scamming that their followers FALL FOR ALL THE TIME 
597,"{""edit_history_tweet_ids"": [""1591125545299087360""], ""id"": ""1591125545299087360"", ""text"": ""@theJagmeetSingh Save the bullshit, you\u2018re nothing but a rubber stamp for everything the liberals have done and will do.""}
",       Save the bullshit youure nothing but a rubber stamp for everything the liberals have done and will do 
598,"{""edit_history_tweet_ids"": [""1591125542845448193""], ""id"": ""1591125542845448193"", ""text"": ""@Concern70732755 United we prevail!\nStand up for all Canadians!\nBravo!""}
",       United we prevailnStand up for all CanadiansnBravo 
599,"{""edit_history_tweet_ids"": [""1591125548259909632""], ""id"": ""1591125548259909632"", ""text"": ""@officialmarina3 @MaximeBernier This whole skit is thick with stupid.""}
",        This whole skit is thick with stup 
600,"{""edit_history_tweet_ids"": [""1591125549870886912""], ""id"": ""1591125549870886912"", ""text"": ""@WEXITBarbie Hey. You survived the Twitter purge and are still here. Cool.""}
",       Hey You survived the Twitter purge and are still here Cool 
601,"{""edit_history_tweet_ids"": [""1591125569311510528""], ""id"": ""1591125569311510528"", ""text"": ""@brianlilley @JustinTrudeau \ud83d\udc45 ing Peepees nutsack again?""}
",        uddudc ing Peepees nutsack again 
602,"{""edit_history_tweet_ids"": [""1591125573455470593""], ""id"": ""1591125573455470593"", ""text"": ""@bk_belton @judyp63 @1MikeMorris Well said \ud83d\udc4f\ud83d\udc4f\ud83d\udc4f""}
",         Well sa uddudcfuddudcfuddudcf 
603,"{""edit_history_tweet_ids"": [""1591125572704669696""], ""id"": ""1591125572704669696"", ""text"": ""@DrEliDavid More lies and bullshit eh doc.""}
",       More lies and bullshit eh doc 
604,"{""edit_history_tweet_ids"": [""1591125584863952897""], ""id"": ""1591125584863952897"", ""text"": ""@SharonT20519250 You can bet English labels no longer exist in Quebec.""}
",       You can bet English labels no longer exist in Quebec 
605,"{""edit_history_tweet_ids"": [""1591125592518569984""], ""id"": ""1591125592518569984"", ""text"": ""@Larrybrockmp There was no threat to National security. And your hurt feelings don't mean anything.""}
",       There was no threat to National security And your hurt feelings dont mean anything 
606,"{""edit_history_tweet_ids"": [""1591125604337950720""], ""id"": ""1591125604337950720"", ""text"": ""@CandiceMalcolm @TrueNorthCentre Our universities are becoming the masters of stupidity and quackery process. Trudeau destroyed our trust in truth, reason, logic,common sense, and most importantly the use of the scientific process itself. Now our instructions are doubling down on their infallibility. JT is God.""}
",        Our universities are becoming the masters of stupity and quackery process Trudeau destroyed our trust in truth reason logiccommon sense and most importantly the use of the scientific process itself Now our instructions are doubling down on their infallibility JT is God 
607,"{""edit_history_tweet_ids"": [""1591125613645287426""], ""id"": ""1591125613645287426"", ""text"": ""@DrEliDavid @qwertyeusk That one must be the good one. Now i'm ready to get 4800 booster shots""}
",        That one must be the good one Now im ready to get  booster shots 
